customer_id,name,credit_score,loan_id,default_risk
141,"Brian Cain",365,2995,Low
525,"Jason Holden",365,189,Low
525,"Jason Holden",365,313,Medium
149,"Billy Baker",365,2557,High
525,"Jason Holden",365,1,High
141,"Brian Cain",365,1225,Medium
149,"Billy Baker",365,2174,Medium
525,"Jason Holden",365,580,Medium
869,"James Wilson",365,628,Medium
525,"Jason Holden",365,1801,Low
869,"James Wilson",365,824,Low
291,"Christopher Hull",365,1723,High
149,"Billy Baker",365,1716,High
452,"Kristina Pearson",366,892,Low
452,"Kristina Pearson",366,897,Low
452,"Kristina Pearson",366,105,Low
452,"Kristina Pearson",366,2519,Low
121,"Samantha Harmon",367,2722,Low
121,"Samantha Harmon",367,2536,Low
121,"Samantha Harmon",367,2395,High
121,"Samantha Harmon",367,1231,Medium
121,"Samantha Harmon",367,2072,High
138,"Bryan Campbell",368,2910,Low
138,"Bryan Campbell",368,2868,Low
148,"Dana Flores",368,2802,High
138,"Bryan Campbell",368,1154,Low
148,"Dana Flores",368,1227,High
368,"Daniel Hayes",369,2892,Medium
457,"Kevin Pena",369,2483,High
390,"Robert Edwards",369,2126,High
683,"Daniel Ramirez",370,153,High
361,"James Jones",370,160,Medium
683,"Daniel Ramirez",370,1030,Low
361,"James Jones",370,1053,Low
230,"Paul Rosario",370,1065,Low
361,"James Jones",370,1160,Low
361,"James Jones",370,2190,High
361,"James Jones",370,655,Low
361,"James Jones",370,670,Low
683,"Daniel Ramirez",370,1953,Medium
662,"Tiffany Lane",371,14,Low
662,"Tiffany Lane",371,870,High
719,"Christina Caldwell",371,93,Medium
662,"Tiffany Lane",371,1541,Low
662,"Tiffany Lane",371,179,Low
662,"Tiffany Lane",371,181,Low
662,"Tiffany Lane",371,270,Low
662,"Tiffany Lane",371,2707,Low
719,"Christina Caldwell",371,2700,Low
719,"Christina Caldwell",371,2612,High
249,"Donna Brown",371,2570,Medium
719,"Christina Caldwell",371,2520,Medium
677,"Molly Webster",371,481,Medium
662,"Tiffany Lane",371,2336,Low
677,"Molly Webster",371,1203,Medium
719,"Christina Caldwell",371,1244,Low
677,"Molly Webster",371,1296,High
677,"Molly Webster",371,2062,High
662,"Tiffany Lane",371,1327,Low
677,"Molly Webster",371,1830,High
7,"Steven Nolan",372,886,Medium
265,"Keith Summers",372,1072,Low
265,"Keith Summers",372,435,Low
265,"Keith Summers",372,761,Medium
145,"Andrea Edwards",373,2991,Low
917,"Keith Armstrong",374,1583,Low
917,"Keith Armstrong",374,2965,Medium
917,"Keith Armstrong",374,646,High
830,"Rodney Clark",375,1657,Low
830,"Rodney Clark",375,25,Low
186,"Kendra Shields",375,1470,Low
186,"Kendra Shields",375,89,High
830,"Rodney Clark",375,2848,High
598,"Madeline Bailey",375,346,Low
598,"Madeline Bailey",375,2599,Medium
598,"Madeline Bailey",375,2596,High
186,"Kendra Shields",375,2400,Low
186,"Kendra Shields",375,1338,Low
598,"Madeline Bailey",375,706,High
186,"Kendra Shields",375,1798,Low
812,"Brian Lam",377,881,Low
179,"Andrew Carpenter",377,890,Low
812,"Brian Lam",377,902,Medium
179,"Andrew Carpenter",377,2787,Low
179,"Andrew Carpenter",377,1020,Low
812,"Brian Lam",377,2124,Low
812,"Brian Lam",377,1434,High
321,"James Oconnor",379,139,High
321,"James Oconnor",379,414,High
321,"James Oconnor",379,1408,Low
321,"James Oconnor",379,1423,Low
888,"Daniel Huber",380,233,Medium
605,"Francisco Richardson",380,2221,High
888,"Daniel Huber",380,2008,Low
888,"Daniel Huber",380,1990,Medium
763,"Peter Warren",381,292,Medium
763,"Peter Warren",381,2571,Medium
763,"Peter Warren",381,2239,High
763,"Peter Warren",381,2018,Low
849,"Kathleen Long",382,1011,High
849,"Kathleen Long",382,1032,High
849,"Kathleen Long",382,420,Low
849,"Kathleen Long",382,2442,Low
849,"Kathleen Long",382,1909,Low
19,"Jonathan Vargas",383,2975,High
19,"Jonathan Vargas",383,2144,Low
120,"Susan Jimenez",384,2214,Medium
378,"Evan Jones",385,50,High
378,"Evan Jones",385,244,Medium
946,"Frank Brooks",385,2775,Medium
588,"Bobby Hunt",385,2721,Low
588,"Bobby Hunt",385,1056,Medium
724,"Phyllis Smith",385,1058,Low
588,"Bobby Hunt",385,2594,Medium
946,"Frank Brooks",385,1162,High
588,"Bobby Hunt",385,2389,Low
724,"Phyllis Smith",385,473,High
378,"Evan Jones",385,476,Medium
588,"Bobby Hunt",385,1212,Medium
378,"Evan Jones",385,2247,Medium
378,"Evan Jones",385,621,Low
378,"Evan Jones",385,625,High
378,"Evan Jones",385,1386,Low
588,"Bobby Hunt",385,1413,Low
378,"Evan Jones",385,1728,Medium
986,"Stephen Clark",386,726,High
244,"Michael Morgan",386,1415,High
191,"John Moore",387,230,High
191,"John Moore",387,1046,Low
512,"Maxwell Baird",387,2377,Medium
512,"Maxwell Baird",387,2157,High
512,"Maxwell Baird",387,1283,Low
127,"David Short Jr.",387,2037,Low
906,"Janet Warren",387,1425,Medium
725,"Misty Gonzalez",389,2253,Low
893,"Brittany Allen",390,956,Low
893,"Brittany Allen",390,958,Low
377,"Russell Todd",390,2803,Medium
893,"Brittany Allen",390,2472,High
893,"Brittany Allen",390,584,Low
377,"Russell Todd",390,592,Low
377,"Russell Todd",390,2115,Medium
893,"Brittany Allen",390,620,Low
893,"Brittany Allen",390,708,Medium
893,"Brittany Allen",390,1846,Low
377,"Russell Todd",390,1766,Medium
891,"James Nunez",391,2992,High
431,"Kelly Chapman",391,2735,Medium
431,"Kelly Chapman",391,1175,Low
431,"Kelly Chapman",391,568,Low
891,"James Nunez",391,649,Low
891,"James Nunez",391,1949,Medium
891,"James Nunez",391,1921,Low
891,"James Nunez",391,805,Medium
659,"William Miller",392,2457,Medium
827,"Penny Jordan DVM",392,2208,Low
659,"William Miller",392,1892,Medium
827,"Penny Jordan DVM",392,1755,High
659,"William Miller",392,1701,High
350,"William Garrett",393,194,Medium
46,"Meagan Bradley",393,996,Medium
350,"William Garrett",393,243,Low
350,"William Garrett",393,275,Low
350,"William Garrett",393,2680,High
46,"Meagan Bradley",393,1155,Medium
350,"William Garrett",393,2392,Medium
46,"Meagan Bradley",393,550,Low
46,"Meagan Bradley",393,2156,Medium
46,"Meagan Bradley",393,1745,Medium
565,"Sherry Rodriguez",394,2947,Medium
565,"Sherry Rodriguez",394,2946,Medium
565,"Sherry Rodriguez",394,256,Medium
467,"Jonathon Johnson",394,2748,Low
467,"Jonathon Johnson",394,311,Medium
474,"Adriana Willis",394,459,Low
467,"Jonathon Johnson",394,2026,Low
474,"Adriana Willis",394,1889,Medium
474,"Adriana Willis",394,780,Medium
474,"Adriana Willis",394,1429,High
565,"Sherry Rodriguez",394,1436,High
467,"Jonathon Johnson",394,1444,Medium
166,"Andrea Brown",395,36,High
758,"Karen Liu",395,2747,Low
166,"Andrea Brown",395,2723,Low
166,"Andrea Brown",395,1193,High
758,"Karen Liu",395,500,High
166,"Andrea Brown",395,2015,Low
520,"Anita Williams",396,1604,Medium
520,"Anita Williams",396,2949,Low
520,"Anita Williams",396,2820,Medium
92,"Andrew Mann",396,228,Medium
92,"Andrew Mann",396,1876,Medium
438,"Dylan Martin",396,2452,Low
92,"Andrew Mann",396,2391,High
324,"Christina Williams",397,229,Low
324,"Christina Williams",397,499,Low
736,"Joseph Thompson",397,2082,Medium
649,"Andrew Gibson",398,2890,Low
649,"Andrew Gibson",398,345,Low
649,"Andrew Gibson",398,1298,High
951,"Christina Velasquez",398,819,Medium
649,"Andrew Gibson",398,1428,Medium
404,"Brianna Bailey",399,1597,Low
404,"Brianna Bailey",399,331,Medium
404,"Brianna Bailey",399,1323,Medium
960,"Victoria Lara",400,225,Medium
196,"Claire Cannon",400,347,Medium
196,"Claire Cannon",400,2322,Medium
960,"Victoria Lara",400,2263,High
960,"Victoria Lara",400,1279,Low
196,"Claire Cannon",400,1341,Medium
960,"Victoria Lara",400,1700,High
953,"David Shaw",401,867,Low
544,"Brian Tapia",401,46,Low
106,"Megan Smith",401,883,Medium
126,"Jessica Gonzalez",401,1508,Low
953,"David Shaw",401,2901,Low
126,"Jessica Gonzalez",401,314,Medium
953,"David Shaw",401,480,Medium
544,"Brian Tapia",401,1303,Medium
544,"Brian Tapia",401,736,High
953,"David Shaw",401,769,Medium
126,"Jessica Gonzalez",401,1416,Medium
126,"Jessica Gonzalez",401,1417,Medium
126,"Jessica Gonzalez",401,840,High
319,"Miranda Clark",402,962,Low
319,"Miranda Clark",402,968,High
319,"Miranda Clark",402,567,High
209,"Courtney Lewis",404,1620,Low
35,"Mary Silva",404,349,Low
209,"Courtney Lewis",404,448,Medium
35,"Mary Silva",404,1194,High
209,"Courtney Lewis",404,561,Low
35,"Mary Silva",404,2050,Medium
209,"Courtney Lewis",404,1982,Medium
209,"Courtney Lewis",404,762,High
181,"Joseph Jacobson",405,2776,High
181,"Joseph Jacobson",405,317,Medium
307,"Nathan Warren",405,1153,High
181,"Joseph Jacobson",405,2440,Medium
270,"Raymond Kramer",405,2348,Low
181,"Joseph Jacobson",405,521,Medium
270,"Raymond Kramer",405,602,Medium
181,"Joseph Jacobson",405,1871,Medium
528,"Lauren Flores",406,75,High
766,"Christine Donaldson",406,936,Medium
999,"David Stevenson",406,2659,Medium
528,"Lauren Flores",406,1152,Low
766,"Christine Donaldson",406,2334,Low
528,"Lauren Flores",406,2272,Low
999,"David Stevenson",406,2219,High
999,"David Stevenson",406,2169,Low
766,"Christine Donaldson",406,1272,Medium
528,"Lauren Flores",406,1896,Low
766,"Christine Donaldson",406,1385,Medium
528,"Lauren Flores",406,772,Medium
766,"Christine Donaldson",406,1797,High
211,"Heather Barnes",407,934,High
433,"Heather Melendez",407,974,Low
211,"Heather Barnes",407,2736,Medium
430,"Eric Wilson",407,1036,Low
430,"Eric Wilson",407,299,High
433,"Heather Melendez",407,2695,Medium
433,"Heather Melendez",407,2672,High
211,"Heather Barnes",407,2564,High
430,"Eric Wilson",407,1115,High
211,"Heather Barnes",407,2118,High
211,"Heather Barnes",407,598,Low
430,"Eric Wilson",407,647,High
211,"Heather Barnes",407,679,Medium
716,"Dawn Williams",408,1627,Medium
907,"Margaret Johnson",408,2961,Low
824,"Sara Merritt",408,2852,Low
824,"Sara Merritt",408,2478,Medium
907,"Margaret Johnson",408,1151,Low
907,"Margaret Johnson",408,2419,Medium
716,"Dawn Williams",408,678,High
824,"Sara Merritt",408,803,Medium
387,"Tanya Mann",409,386,Low
387,"Tanya Mann",409,2459,Low
922,"Rachel Edwards",410,1615,Medium
922,"Rachel Edwards",410,67,Medium
944,"Melissa Garrett",410,184,Low
944,"Melissa Garrett",410,1371,High
922,"Rachel Edwards",410,1773,High
499,"Dwayne Chavez",411,1669,High
443,"Justin Bailey",411,2909,Low
443,"Justin Bailey",411,219,Low
443,"Justin Bailey",411,2731,High
499,"Dwayne Chavez",411,2694,High
443,"Justin Bailey",411,547,Medium
443,"Justin Bailey",411,1324,Low
443,"Justin Bailey",411,1358,Low
754,"Willie Huff",412,988,High
816,"Michael Rodriguez",412,2751,Medium
754,"Willie Huff",412,1083,Medium
754,"Willie Huff",412,2188,Medium
816,"Michael Rodriguez",412,2085,Low
816,"Michael Rodriguez",412,1822,Low
816,"Michael Rodriguez",412,786,Low
275,"Christopher Hart",413,485,Medium
275,"Christopher Hart",413,1313,Medium
275,"Christopher Hart",413,1373,Low
769,"Jesse Mccarthy Jr.",414,144,Low
769,"Jesse Mccarthy Jr.",414,240,Low
769,"Jesse Mccarthy Jr.",414,2675,High
573,"Francisco Browning",415,113,High
439,"Monica Hudson",415,941,High
439,"Monica Hudson",415,295,High
439,"Monica Hudson",415,2474,Medium
439,"Monica Hudson",415,2266,Low
573,"Francisco Browning",415,2246,Medium
439,"Monica Hudson",415,2197,Medium
439,"Monica Hudson",415,2165,High
573,"Francisco Browning",415,2086,Low
439,"Monica Hudson",415,1979,High
439,"Monica Hudson",415,1811,Low
810,"Christopher Stone",416,2983,Medium
371,"Jillian Chase",416,2799,High
810,"Christopher Stone",416,2770,Low
371,"Jillian Chase",416,2481,Low
260,"Shannon Martin",416,1260,Low
371,"Jillian Chase",416,2109,High
371,"Jillian Chase",416,2004,High
371,"Jillian Chase",416,1500,Medium
608,"Dominic Ryan",417,854,Medium
347,"Christine Wilson",417,1648,Medium
229,"Christopher Mills",417,99,Low
229,"Christopher Mills",417,1530,Medium
347,"Christine Wilson",417,918,Medium
347,"Christine Wilson",417,1051,Low
347,"Christine Wilson",417,2698,Medium
229,"Christopher Mills",417,2551,High
229,"Christopher Mills",417,2325,Low
229,"Christopher Mills",417,1257,Low
376,"Cheryl Wilkinson",418,998,High
376,"Cheryl Wilkinson",418,2651,Medium
802,"Gabriel Snow",418,1173,Medium
626,"Jennifer Wade",418,2330,Low
626,"Jennifer Wade",418,2233,Low
376,"Cheryl Wilkinson",418,1365,High
802,"Gabriel Snow",418,777,High
802,"Gabriel Snow",418,792,High
509,"Jose Castaneda",419,31,High
856,"Diana Powers",419,40,Low
232,"Robert Underwood",420,1574,High
232,"Robert Underwood",420,682,Medium
232,"Robert Underwood",420,1928,Medium
735,"Elizabeth Jones",422,1685,High
75,"Daniel Brown III",422,1656,Low
216,"Sara Walker",424,1663,Low
216,"Sara Walker",424,1626,Low
436,"Sarah Taylor",424,42,Medium
436,"Sarah Taylor",424,940,Low
392,"Andre Stewart",424,948,Medium
436,"Sarah Taylor",424,264,Low
392,"Andre Stewart",424,1088,High
392,"Andre Stewart",424,563,Low
436,"Sarah Taylor",424,1262,Low
436,"Sarah Taylor",424,2142,High
392,"Andre Stewart",424,605,High
392,"Andre Stewart",424,1308,High
392,"Andre Stewart",424,1375,Low
216,"Sara Walker",424,1754,Low
756,"Kristie Santiago",425,1494,High
756,"Kristie Santiago",425,1294,High
756,"Kristie Santiago",425,1965,Medium
397,"Courtney Compton",426,921,Medium
397,"Courtney Compton",426,932,High
397,"Courtney Compton",426,2161,Low
405,"Russell Conner",427,1174,High
405,"Russell Conner",427,2027,Low
405,"Russell Conner",427,815,Medium
739,"Laura Atkinson",428,2527,Medium
739,"Laura Atkinson",428,812,Low
932,"Denise Leon",429,2471,Low
932,"Denise Leon",429,776,Medium
845,"Carrie Hart",430,1506,Medium
717,"Jennifer Jones",430,178,Medium
717,"Jennifer Jones",430,983,High
956,"Bradley Holden",430,1009,Medium
845,"Carrie Hart",430,470,Low
845,"Carrie Hart",430,2314,High
717,"Jennifer Jones",430,2248,High
845,"Carrie Hart",430,728,Low
956,"Bradley Holden",430,1379,Medium
717,"Jennifer Jones",430,1430,Low
887,"Kristine Soto",431,1584,Medium
655,"Rebecca Jones",431,2847,Low
655,"Rebecca Jones",431,1029,Low
655,"Rebecca Jones",431,650,Low
899,"Amanda Leblanc",432,863,High
279,"Mitchell Young",432,54,Medium
279,"Mitchell Young",432,1503,Low
279,"Mitchell Young",432,1071,Low
899,"Amanda Leblanc",432,1189,Low
899,"Amanda Leblanc",432,1812,Medium
136,"Anthony Johnson",433,2806,Medium
155,"Samantha Lee",433,2408,Medium
155,"Samantha Lee",433,2345,High
155,"Samantha Lee",433,1206,Low
136,"Anthony Johnson",433,1933,Medium
136,"Anthony Johnson",433,1705,Medium
628,"Sara Thompson",434,1586,Medium
628,"Sara Thompson",434,1580,Low
628,"Sara Thompson",434,2522,Low
740,"Zachary Clements",435,2959,Medium
595,"Eric Vazquez",435,216,Low
595,"Eric Vazquez",435,426,Low
595,"Eric Vazquez",435,1907,Medium
379,"Beth Cochran",436,34,High
979,"Ronnie Andrews",436,1616,High
633,"Jill Murphy",436,879,High
615,"Robert Kelly MD",436,2980,Medium
379,"Beth Cochran",436,136,Low
583,"Rhonda Black",436,2905,Medium
979,"Ronnie Andrews",436,2895,Low
379,"Beth Cochran",436,2808,High
362,"Travis Wells",436,217,High
633,"Jill Murphy",436,2773,High
